           1   1.5942361205816269E-006
           2   2.8899963945150372E-006
           3   3.7359055131673814E-006
           4   5.0298515707254407E-006
           5   6.2742587178945543E-006
           6   7.5241345912218086E-006
           7   8.6785703897476195E-006
           8   9.9737811833620085E-006
           9   1.1155935004353524E-005
          10   1.2407911941409113E-005
          11   1.3902621343731879E-005
          12   1.5226678922772407E-005
          13   1.6483101993799207E-005
          14   1.7595207318663596E-005
          15   1.9167302176356313E-005
          16   2.0596789196133612E-005
          17   2.1519416943192481E-005
          18   2.3034131154417991E-005
          19   2.5669166818261144E-005
          20   2.6924269273877140E-005
          21   2.8181608766317365E-005
          22   2.9930422082543372E-005
          23   3.1465303152799607E-005
          24   3.2700376585125925E-005
          25   3.2853320240974430E-005
          26   3.4296730533242228E-005
          27   4.3403496965765954E-005
          28   4.6275274828076366E-005
          29   4.7883611172437667E-005
          30   4.7050820663571359E-005
          31   5.1273394376039511E-005
          32   5.3090708330273628E-005
          33   5.5578038096427917E-005
          34   5.7549970224499700E-005
          35   6.4240381121635439E-005
          36   6.5951520577073100E-005
          37   6.9705620408058163E-005
          38   6.9867139682173733E-005
          39   7.3124524205923081E-005
          40   7.3932664468884466E-005
          41   7.7217485755681992E-005
          42   7.7133582904934887E-005
          43   8.4728378802537913E-005
          44   8.6187170818448057E-005
          45   8.9105287566781051E-005
          46   9.0727591887116427E-005
          47   9.2671014368534094E-005
          48   9.5067190006375315E-005
          49   9.6743928268551820E-005
          50   9.8580712452530858E-005
          51   1.0621243901550771E-004
          52   1.0822141356766225E-004
          53   1.0967990942299365E-004
          54   1.1240935884416102E-004
          55   1.1550659686326982E-004
          56   1.1891973204910755E-004
          57   1.1917196214199066E-004
          58   1.2191324122250082E-004
          59   1.3410662673413754E-004
          60   1.3207002915441990E-004
          61   1.3508663140237331E-004
          62   1.3674985803663729E-004
          63   1.3909120298922063E-004
          64   1.4319212920963764E-004
          65   1.4110711775720120E-004
          66   1.4275543577969073E-004
          67   1.4785556681454182E-004
          68   1.5158770419657229E-004
          69   1.5353508852422238E-004
          70   1.5552700869739055E-004
          71   1.5812274999916552E-004
          72   1.6046485491096974E-004
          73   1.6454479098320008E-004
          74   1.6729670204222201E-004
          75   1.6344234719872477E-004
          76   1.6620402224361896E-004
          77   1.6848336905241014E-004
          78   1.7092902399599554E-004
          79   1.7381745576858519E-004
          80   1.7354528792202473E-004
          81   1.7741710320115088E-004
          82   1.7956869862973692E-004
          83   1.9716371037065982E-004
          84   1.9956603087484837E-004
          85   2.1276375651359559E-004
          86   2.1360137127339839E-004
          87   2.1639818884432318E-004
          88   2.1896864660084250E-004
          89   2.2384214028716088E-004
          90   2.2716797329485415E-004
          91   2.2601837664842607E-004
          92   2.2732697613537313E-004
          93   2.2994180768728259E-004
          94   2.3149521090090274E-004
          95   2.3637115396559240E-004
          96   2.3758037574589253E-004
          97   2.3969833180308343E-004
          98   2.4264132417738438E-004
          99   2.4806199595332144E-004
         100   2.5190732814371581E-004
